pct_length            wc                  hc                  Uin                Pressure
50                       1                        0.5                      0.1                      0.9173603899774728
50                       1                        0.5                      0.3111111111111111       3.525072521997556
50                       1                        0.5                      0.5222222222222223       7.850182344506635
50                       1                        0.5                      0.7333333333333333       13.830976708112434
50                       1                        0.5                      0.9444444444444444       21.407390258342325
50                       1                        0.5                      1.1555555555555557       30.579124668251485
50                       1                        0.5                      1.3666666666666667       41.353292298545625
50                       1                        0.5                      1.577777777777778        53.70143386661918
50                       1                        0.5                      1.788888888888889        67.61616595450937
50                       1                        0.5                      2                        83.05654062138115
50                       1                        1                        0.1                      0.2859055435950762
50                       1                        1                        0.3111111111111111       1.3231539585605363
50                       1                        1                        0.5222222222222223       2.948487497277155
50                       1                        1                        0.7333333333333333       5.144790592503308
50                       1                        1                        0.9444444444444444       7.907804614223008
50                       1                        1                        1.1555555555555557       11.227979473212303
50                       1                        1                        1.3666666666666667       15.093623273012
50                       1                        1                        1.577777777777778        19.500714039635334
50                       1                        1                        1.788888888888889        24.434855748772634
50                       1                        1                        2                        29.893519116311033
50                       1                        1.5                      0.1                      0.14535730950564585
50                       1                        1.5                      0.3111111111111111       0.8460466113602406
50                       1                        1.5                      0.5222222222222223       1.8957861415740882
50                       1                        1.5                      0.7333333333333333       3.3013186181114698
50                       1                        1.5                      0.9444444444444444       5.066424964795721
50                       1                        1.5                      1.1555555555555557       7.185334957762507
50                       1                        1.5                      1.3666666666666667       9.651121016307266
50                       1                        1.5                      1.577777777777778        12.454693854866937
50                       1                        1.5                      1.788888888888889        15.591631900586318
50                       1                        1.5                      2                        19.048407439414287
50                       1                        2                        0.1                      0.10309186277808059
50                       1                        2                        0.3111111111111111       0.6460836561219141
50                       1                        2                        0.5222222222222223       1.4546328388092291
50                       1                        2                        0.7333333333333333       2.5332955374494364
50                       1                        2                        0.9444444444444444       3.891592271646112
50                       1                        2                        1.1555555555555557       5.525182080322754
50                       1                        2                        1.3666666666666667       7.4274001034401484
50                       1                        2                        1.577777777777778        9.592476237982728
50                       1                        2                        1.788888888888889        12.014060327411094
50                       1                        2                        2                        14.689067662381673
50                       1.3333333333333333       0.5                      0.1                      0.8397145467672401
50                       1.3333333333333333       0.5                      0.3111111111111111       3.180671760448751
50                       1.3333333333333333       0.5                      0.5222222222222223       7.10127575927252
50                       1.3333333333333333       0.5                      0.7333333333333333       12.53533855236806
50                       1.3333333333333333       0.5                      0.9444444444444444       19.42959683421745
50                       1.3333333333333333       0.5                      1.1555555555555557       27.768121050008606
50                       1.3333333333333333       0.5                      1.3666666666666667       37.56733475757396
50                       1.3333333333333333       0.5                      1.577777777777778        48.79968258372026
50                       1.3333333333333333       0.5                      1.788888888888889        61.459387941403676
50                       1.3333333333333333       0.5                      2                        75.52447947586427
50                       1.3333333333333333       1                        0.1                      0.23905359519458877
50                       1.3333333333333333       1                        0.3111111111111111       1.1514218740629996
50                       1.3333333333333333       1                        0.5222222222222223       2.576325022223848
50                       1.3333333333333333       1                        0.7333333333333333       4.496392331949236
50                       1.3333333333333333       1                        0.9444444444444444       6.911547877983157
50                       1.3333333333333333       1                        1.1555555555555557       9.81528408583676
50                       1.3333333333333333       1                        1.3666666666666667       13.196308000719846
50                       1.3333333333333333       1                        1.577777777777778        17.05054726591311
50                       1.3333333333333333       1                        1.788888888888889        21.364976521552883
50                       1.3333333333333333       1                        2                        26.133773285896872
50                       1.3333333333333333       1.5                      0.1                      0.11360449092126564
50                       1.3333333333333333       1.5                      0.3111111111111111       0.7122908242575771
50                       1.3333333333333333       1.5                      0.5222222222222223       1.6055450386033618
50                       1.3333333333333333       1.5                      0.7333333333333333       2.7942433420722677
50                       1.3333333333333333       1.5                      0.9444444444444444       4.285510737630565
50                       1.3333333333333333       1.5                      1.1555555555555557       6.0741953331484675
50                       1.3333333333333333       1.5                      1.3666666666666667       8.153769305043754
50                       1.3333333333333333       1.5                      1.577777777777778        10.516471629903403
50                       1.3333333333333333       1.5                      1.788888888888889        13.157929503134003
50                       1.3333333333333333       1.5                      2                        16.06778713098766
50                       1.3333333333333333       2                        0.1                      0.08042489023488812
50                       1.3333333333333333       2                        0.3111111111111111       0.5367553355733545
50                       1.3333333333333333       2                        0.5222222222222223       1.213862770359617
50                       1.3333333333333333       2                        0.7333333333333333       2.109648464884035
50                       1.3333333333333333       2                        0.9444444444444444       3.233064167268533
50                       1.3333333333333333       2                        1.1555555555555557       4.581412905511389
50                       1.3333333333333333       2                        1.3666666666666667       6.149201605102355
50                       1.3333333333333333       2                        1.577777777777778        7.929511788617545
50                       1.3333333333333333       2                        1.788888888888889        9.919781362692214
50                       1.3333333333333333       2                        2                        12.111620838691882
50                       1.6666666666666665       0.5                      0.1                      0.7989158371593814
50                       1.6666666666666665       0.5                      0.3111111111111111       3.0090396028678246
50                       1.6666666666666665       0.5                      0.5222222222222223       6.717172505895801
50                       1.6666666666666665       0.5                      0.7333333333333333       11.852720522809593
50                       1.6666666666666665       0.5                      0.9444444444444444       18.35627451388831
50                       1.6666666666666665       0.5                      1.1555555555555557       26.217741928250916
50                       1.6666666666666665       0.5                      1.3666666666666667       35.447715132395636
50                       1.6666666666666665       0.5                      1.577777777777778        46.03019519426684
50                       1.6666666666666665       0.5                      1.788888888888889        57.96210541683892
50                       1.6666666666666665       0.5                      2                        71.21048078599213
50                       1.6666666666666665       1                        0.1                      0.21047116306860986
50                       1.6666666666666665       1                        0.3111111111111111       1.0536518213970434
50                       1.6666666666666665       1                        0.5222222222222223       2.363897225516072
50                       1.6666666666666665       1                        0.7333333333333333       4.124609548233717
50                       1.6666666666666665       1                        0.9444444444444444       6.336714963366052
50                       1.6666666666666665       1                        1.1555555555555557       8.99303445625183
50                       1.6666666666666665       1                        1.3666666666666667       12.084166600774399
50                       1.6666666666666665       1                        1.577777777777778        15.603605302490914
50                       1.6666666666666665       1                        1.788888888888889        19.543547450351454
50                       1.6666666666666665       1                        2                        23.891366130674758
50                       1.6666666666666665       1.5                      0.1                      0.09800378437886521
50                       1.6666666666666665       1.5                      0.3111111111111111       0.6382106269987178
50                       1.6666666666666665       1.5                      0.5222222222222223       1.4424715382209339
50                       1.6666666666666665       1.5                      0.7333333333333333       2.506073000060801
50                       1.6666666666666665       1.5                      0.9444444444444444       3.8383677632597237
50                       1.6666666666666665       1.5                      1.1555555555555557       5.435489726890515
50                       1.6666666666666665       1.5                      1.3666666666666667       7.290996093711985
50                       1.6666666666666665       1.5                      1.577777777777778        9.398392396265725
50                       1.6666666666666665       1.5                      1.788888888888889        11.751503817500524
50                       1.6666666666666665       1.5                      2                        14.34078665307837
50                       1.6666666666666665       2                        0.1                      0.06729068919942681
50                       1.6666666666666665       2                        0.3111111111111111       0.47062241322938053
50                       1.6666666666666665       2                        0.5222222222222223       1.0704405246877868
50                       1.6666666666666665       2                        0.7333333333333333       1.863205723736033
50                       1.6666666666666665       2                        0.9444444444444444       2.858566811013465
50                       1.6666666666666665       2                        1.1555555555555557       4.051259494125225
50                       1.6666666666666665       2                        1.3666666666666667       5.435059617301626
50                       1.6666666666666665       2                        1.577777777777778        7.004549586651236
50                       1.6666666666666665       2                        1.788888888888889        8.75415029356591
50                       1.6666666666666665       2                        2                        10.677740674983035
50                       2                        0.5                      0.1                      0.7828197106712159
50                       2                        0.5                      0.3111111111111111       2.9232391824069537
50                       2                        0.5                      0.5222222222222223       6.508071360277003
50                       2                        0.5                      0.7333333333333333       11.476388740103342
50                       2                        0.5                      0.9444444444444444       17.77238671577812
50                       2                        0.5                      1.1555555555555557       25.384934661067938
50                       2                        0.5                      1.3666666666666667       34.316942296371714
50                       2                        0.5                      1.577777777777778        44.56960302919401
50                       2                        0.5                      1.788888888888889        56.12833783605699
50                       2                        0.5                      2                        68.9773278418204
