pct_length                 wc                       hc                       hrib                     wrib                     Uin                      Pressure
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.1666666666666667E-4    1.7500000000000002       16.96175958545615
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.1666666666666667E-4    3.4000000000000004       54.902097774806684
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.1666666666666667E-4    5.05                     112.02983078122199
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.1666666666666667E-4    6.7                      187.16132290053338
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.1666666666666667E-4    8.35                     279.58430403568684
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.1666666666666667E-4    10                       388.7898824259721
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.5000000000000001E-4    0.1                      0.270442306577661
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.5000000000000001E-4    1.7500000000000002       17.883324722064295
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.5000000000000001E-4    3.4000000000000004       57.87507531362867
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.5000000000000001E-4    5.05                     118.22242444778031
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.5000000000000001E-4    6.7                      197.71353561276678
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.5000000000000001E-4    8.35                     295.5277128450668
0.02                     0.001                    0.0013333333333333333    9.9775E-4                1.5000000000000001E-4    10                       411.1669117409571
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     5.0E-5                   0.1                      0.08964454294785273
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     5.0E-5                   1.7500000000000002       7.779251495401354
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     5.0E-5                   3.4000000000000004       24.6252215970288
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     5.0E-5                   5.05                     49.70111599146334
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     5.0E-5                   6.7                      82.43698249962821
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     5.0E-5                   8.35                     122.45735668405747
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     5.0E-5                   10                       169.49745076222808
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     8.333333333333334E-5     0.1                      0.10380621573080617
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     8.333333333333334E-5     1.7500000000000002       8.414626396494166
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     8.333333333333334E-5     3.4000000000000004       26.420939103930642
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     8.333333333333334E-5     5.05                     53.20778543600632
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     8.333333333333334E-5     6.7                      88.20730631016178
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     8.333333333333334E-5     8.35                     131.01550652054175
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     8.333333333333334E-5     10                       181.30440070493418
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.1666666666666667E-4    0.1                      0.12400455576688338
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.1666666666666667E-4    1.7500000000000002       9.178925268022374
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.1666666666666667E-4    3.4000000000000004       28.75169395260208
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.1666666666666667E-4    5.05                     57.955069733541755
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.1666666666666667E-4    6.7                      96.14388544545938
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.1666666666666667E-4    8.35                     142.89638323111134
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.1666666666666667E-4    10                       197.91905443202435
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.5000000000000001E-4    0.1                      0.14215480834382738
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.5000000000000001E-4    1.7500000000000002       9.820410821280332
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.5000000000000001E-4    3.4000000000000004       30.831296573421042
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.5000000000000001E-4    5.05                     62.24871958132282
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.5000000000000001E-4    6.7                      103.3910983520675
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.5000000000000001E-4    8.35                     153.8037859369792
0.02                     0.001                    0.0016666666666666666    5.855000000000001E-4     1.5000000000000001E-4    10                       213.17073287165266
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     5.0E-5                   0.1                      0.11209865152734026
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     5.0E-5                   1.7500000000000002       8.825275640255438
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     5.0E-5                   3.4000000000000004       27.952908078514355
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     5.0E-5                   5.05                     56.441209609942035
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     5.0E-5                   6.7                      93.70474421495793
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     5.0E-5                   8.35                     139.3431526040147
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     5.0E-5                   10                       193.0558334887954
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     8.333333333333334E-5     0.1                      0.13012005997264312
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     8.333333333333334E-5     1.7500000000000002       9.623417925884429
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     8.333333333333334E-5     3.4000000000000004       30.48436871089539
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     8.333333333333334E-5     5.05                     61.64848384893996
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     8.333333333333334E-5     6.7                      102.463166945151
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     8.333333333333334E-5     8.35                     152.48050333758823
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     8.333333333333334E-5     10                       211.36468332887165
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.1666666666666667E-4    0.1                      0.14984761805730248
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.1666666666666667E-4    1.7500000000000002       10.409926786785057
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.1666666666666667E-4    3.4000000000000004       33.03782895683688
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.1666666666666667E-4    5.05                     66.91713514972525
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.1666666666666667E-4    6.7                      111.29678052447034
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.1666666666666667E-4    8.35                     165.72221284390127
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.1666666666666667E-4    10                       229.89792426569613
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.5000000000000001E-4    0.1                      0.16623339561620815
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.5000000000000001E-4    1.7500000000000002       11.07816090105161
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.5000000000000001E-4    3.4000000000000004       35.08643243781194
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.5000000000000001E-4    5.05                     71.11773598004044
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.5000000000000001E-4    6.7                      118.39046685743344
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.5000000000000001E-4    8.35                     176.3892169841049
0.02                     0.001                    0.0016666666666666666    7.229166666666666E-4     1.5000000000000001E-4    10                       244.766068389589
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     5.0E-5                   0.1                      0.13235347254540739
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     5.0E-5                   1.7500000000000002       9.918195975622094
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     5.0E-5                   3.4000000000000004       31.6918005790048
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     5.0E-5                   5.05                     64.25163457207935
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     5.0E-5                   6.7                      106.94578184520026
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     5.0E-5                   8.35                     159.3526458714667
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     5.0E-5                   10                       221.17521389042565
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     8.333333333333334E-5     0.1                      0.15270828011832424
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     8.333333333333334E-5     1.7500000000000002       10.903582544591458
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     8.333333333333334E-5     3.4000000000000004       34.79542282365938
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     8.333333333333334E-5     5.05                     70.62418711695658
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     8.333333333333334E-5     6.7                      117.60473127208435
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     8.333333333333334E-5     8.35                     175.23529107426518
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     8.333333333333334E-5     10                       243.18218137869928
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.1666666666666667E-4    0.1                      0.17122646823607665
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.1666666666666667E-4    1.7500000000000002       11.73412304178467
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.1666666666666667E-4    3.4000000000000004       37.571151450079
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.1666666666666667E-4    5.05                     76.36598327475488
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.1666666666666667E-4    6.7                      127.26057739136897
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.1666666666666667E-4    8.35                     189.74194394254272
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.1666666666666667E-4    10                       263.5075383657685
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.5000000000000001E-4    0.1                      0.1873305539126137
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.5000000000000001E-4    1.7500000000000002       12.568533746545867
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.5000000000000001E-4    3.4000000000000004       40.10605642000544
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.5000000000000001E-4    5.05                     81.5121335435814
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.5000000000000001E-4    6.7                      135.89738771198452
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.5000000000000001E-4    8.35                     202.70224826075838
0.02                     0.001                    0.0016666666666666666    8.603333333333334E-4     1.5000000000000001E-4    10                       281.5709582996895
0.02                     0.001                    0.0016666666666666666    9.9775E-4                5.0E-5                   0.1                      0.14807039493501828
0.02                     0.001                    0.0016666666666666666    9.9775E-4                5.0E-5                   1.7500000000000002       11.043280144345582
0.02                     0.001                    0.0016666666666666666    9.9775E-4                5.0E-5                   3.4000000000000004       35.47680926264491
0.02                     0.001                    0.0016666666666666666    9.9775E-4                5.0E-5                   5.05                     72.18053602485612
0.02                     0.001                    0.0016666666666666666    9.9775E-4                5.0E-5                   6.7                      120.45808498225495
0.02                     0.001                    0.0016666666666666666    9.9775E-4                5.0E-5                   8.35                     179.80776534575688
0.02                     0.001                    0.0016666666666666666    9.9775E-4                5.0E-5                   10                       249.94486733360213
0.02                     0.001                    0.0016666666666666666    9.9775E-4                8.333333333333334E-5     0.1                      0.16844707570018164
0.02                     0.001                    0.0016666666666666666    9.9775E-4                8.333333333333334E-5     1.7500000000000002       12.124796090626086
0.02                     0.001                    0.0016666666666666666    9.9775E-4                8.333333333333334E-5     3.4000000000000004       38.935872943473164
0.02                     0.001                    0.0016666666666666666    9.9775E-4                8.333333333333334E-5     5.05                     79.25536204588595
0.02                     0.001                    0.0016666666666666666    9.9775E-4                8.333333333333334E-5     6.7                      132.23640081196453
0.02                     0.001                    0.0016666666666666666    9.9775E-4                8.333333333333334E-5     8.35                     197.3925514304221
0.02                     0.001                    0.0016666666666666666    9.9775E-4                8.333333333333334E-5     10                       274.4137275110346
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.1666666666666667E-4    0.1                      0.18913183804485742
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.1666666666666667E-4    1.7500000000000002       13.077727698847792
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.1666666666666667E-4    3.4000000000000004       42.11193576470949
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.1666666666666667E-4    5.05                     85.80237650314335
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.1666666666666667E-4    6.7                      143.2365120810671
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.1666666666666667E-4    8.35                     213.88492039665954
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.1666666666666667E-4    10                       297.42638784340943
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.5000000000000001E-4    0.1                      0.20807206211844786
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.5000000000000001E-4    1.7500000000000002       14.060715253014466
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.5000000000000001E-4    3.4000000000000004       45.30171573464747
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.5000000000000001E-4    5.05                     92.40867368944362
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.5000000000000001E-4    6.7                      154.3761175211637
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.5000000000000001E-4    8.35                     230.62372168276
0.02                     0.001                    0.0016666666666666666    9.9775E-4                1.5000000000000001E-4    10                       320.71450371368536
0.02                     0.001                    0.002                    5.855000000000001E-4     5.0E-5                   0.1                      0.07208602608807553
0.02                     0.001                    0.002                    5.855000000000001E-4     5.0E-5                   1.7500000000000002       6.595326091555371
0.02                     0.001                    0.002                    5.855000000000001E-4     5.0E-5                   3.4000000000000004       20.8278660239248
0.02                     0.001                    0.002                    5.855000000000001E-4     5.0E-5                   5.05                     41.97078119184383
0.02                     0.001                    0.002                    5.855000000000001E-4     5.0E-5                   6.7                      69.58436055823164
0.02                     0.001                    0.002                    5.855000000000001E-4     5.0E-5                   8.35                     103.34898813980828
0.02                     0.001                    0.002                    5.855000000000001E-4     5.0E-5                   10                       143.0352928168725
0.02                     0.001                    0.002                    5.855000000000001E-4     8.333333333333334E-5     0.1                      0.0858256731329123
0.02                     0.001                    0.002                    5.855000000000001E-4     8.333333333333334E-5     1.7500000000000002       7.269861112388222
0.02                     0.001                    0.002                    5.855000000000001E-4     8.333333333333334E-5     3.4000000000000004       22.827017459464006
0.02                     0.001                    0.002                    5.855000000000001E-4     8.333333333333334E-5     5.05                     45.99337262394139
0.02                     0.001                    0.002                    5.855000000000001E-4     8.333333333333334E-5     6.7                      76.26506603873118
0.02                     0.001                    0.002                    5.855000000000001E-4     8.333333333333334E-5     8.35                     113.2888720829284
0.02                     0.001                    0.002                    5.855000000000001E-4     8.333333333333334E-5     10                       156.8027437787406
0.02                     0.001                    0.002                    5.855000000000001E-4     1.1666666666666667E-4    0.1                      0.10038443320705531
0.02                     0.001                    0.002                    5.855000000000001E-4     1.1666666666666667E-4    1.7500000000000002       7.88195126137686
0.02                     0.001                    0.002                    5.855000000000001E-4     1.1666666666666667E-4    3.4000000000000004       24.728611496232883
0.02                     0.001                    0.002                    5.855000000000001E-4     1.1666666666666667E-4    5.05                     49.889459449053625
0.02                     0.001                    0.002                    5.855000000000001E-4     1.1666666666666667E-4    6.7                      82.79992756511808
0.02                     0.001                    0.002                    5.855000000000001E-4     1.1666666666666667E-4    8.35                     123.06537585119366
0.02                     0.001                    0.002                    5.855000000000001E-4     1.1666666666666667E-4    10                       170.43502166667517
0.02                     0.001                    0.002                    5.855000000000001E-4     1.5000000000000001E-4    0.1                      0.11548276717879372
0.02                     0.001                    0.002                    5.855000000000001E-4     1.5000000000000001E-4    1.7500000000000002       8.490527362321744
0.02                     0.001                    0.002                    5.855000000000001E-4     1.5000000000000001E-4    3.4000000000000004       26.617824216540374
0.02                     0.001                    0.002                    5.855000000000001E-4     1.5000000000000001E-4    5.05                     53.699170103401876
0.02                     0.001                    0.002                    5.855000000000001E-4     1.5000000000000001E-4    6.7                      89.17564765220041
0.02                     0.001                    0.002                    5.855000000000001E-4     1.5000000000000001E-4    8.35                     132.6512198330869
0.02                     0.001                    0.002                    5.855000000000001E-4     1.5000000000000001E-4    10                       183.82421796397873
0.02                     0.001                    0.002                    7.229166666666666E-4     5.0E-5                   0.1                      0.08973971109945547
0.02                     0.001                    0.002                    7.229166666666666E-4     5.0E-5                   1.7500000000000002       7.4408901472393705
0.02                     0.001                    0.002                    7.229166666666666E-4     5.0E-5                   3.4000000000000004       23.68358895056349
0.02                     0.001                    0.002                    7.229166666666666E-4     5.0E-5                   5.05                     47.883758018091044
0.02                     0.001                    0.002                    7.229166666666666E-4     5.0E-5                   6.7                      79.5796176712219
0.02                     0.001                    0.002                    7.229166666666666E-4     5.0E-5                   8.35                     118.42649412138209
0.02                     0.001                    0.002                    7.229166666666666E-4     5.0E-5                   10                       164.15692810443304
0.02                     0.001                    0.002                    7.229166666666666E-4     8.333333333333334E-5     0.1                      0.10469806956279573
0.02                     0.001                    0.002                    7.229166666666666E-4     8.333333333333334E-5     1.7500000000000002       8.14346067756859
0.02                     0.001                    0.002                    7.229166666666666E-4     8.333333333333334E-5     3.4000000000000004       25.72550308168949
0.02                     0.001                    0.002                    7.229166666666666E-4     8.333333333333334E-5     5.05                     51.89920093437267
0.02                     0.001                    0.002                    7.229166666666666E-4     8.333333333333334E-5     6.7                      86.1518898458488
0.02                     0.001                    0.002                    7.229166666666666E-4     8.333333333333334E-5     8.35                     128.13208350658823
0.02                     0.001                    0.002                    7.229166666666666E-4     8.333333333333334E-5     10                       177.55369332800572
0.02                     0.001                    0.002                    7.229166666666666E-4     1.1666666666666667E-4    0.1                      0.11993649172670084
0.02                     0.001                    0.002                    7.229166666666666E-4     1.1666666666666667E-4    1.7500000000000002       8.82610374357479
0.02                     0.001                    0.002                    7.229166666666666E-4     1.1666666666666667E-4    3.4000000000000004       27.859053619744564
0.02                     0.001                    0.002                    7.229166666666666E-4     1.1666666666666667E-4    5.05                     56.302925556323174
0.02                     0.001                    0.002                    7.229166666666666E-4     1.1666666666666667E-4    6.7                      93.5496114977233
0.02                     0.001                    0.002                    7.229166666666666E-4     1.1666666666666667E-4    8.35                     139.18955094142285
0.02                     0.001                    0.002                    7.229166666666666E-4     1.1666666666666667E-4    10                       192.92987833585298
0.02                     0.001                    0.002                    7.229166666666666E-4     1.5000000000000001E-4    0.1                      0.13716373265144094
0.02                     0.001                    0.002                    7.229166666666666E-4     1.5000000000000001E-4    1.7500000000000002       9.57545245856366
0.02                     0.001                    0.002                    7.229166666666666E-4     1.5000000000000001E-4    3.4000000000000004       30.275955692850015
0.02                     0.001                    0.002                    7.229166666666666E-4     1.5000000000000001E-4    5.05                     61.31519386210234
0.02                     0.001                    0.002                    7.229166666666666E-4     1.5000000000000001E-4    6.7                      102.01494729183821
0.02                     0.001                    0.002                    7.229166666666666E-4     1.5000000000000001E-4    8.35                     151.92735952946254
0.02                     0.001                    0.002                    7.229166666666666E-4     1.5000000000000001E-4    10                       210.7423740059285
0.02                     0.001                    0.002                    8.603333333333334E-4     5.0E-5                   0.1                      0.10397358477154238
0.02                     0.001                    0.002                    8.603333333333334E-4     5.0E-5                   1.7500000000000002       8.212901719677516
0.02                     0.001                    0.002                    8.603333333333334E-4     5.0E-5                   3.4000000000000004       26.30674385793236
0.02                     0.001                    0.002                    8.603333333333334E-4     5.0E-5                   5.05                     53.3559006455533
0.02                     0.001                    0.002                    8.603333333333334E-4     5.0E-5                   6.7                      88.84932522155464
0.02                     0.001                    0.002                    8.603333333333334E-4     5.0E-5                   8.35                     132.4256498698851
0.02                     0.001                    0.002                    8.603333333333334E-4     5.0E-5                   10                       183.8209559573622
0.02                     0.001                    0.002                    8.603333333333334E-4     8.333333333333334E-5     0.1                      0.12096200706343554
0.02                     0.001                    0.002                    8.603333333333334E-4     8.333333333333334E-5     1.7500000000000002       9.051360186768777
0.02                     0.001                    0.002                    8.603333333333334E-4     8.333333333333334E-5     3.4000000000000004       28.812718314189834
0.02                     0.001                    0.002                    8.603333333333334E-4     8.333333333333334E-5     5.05                     58.35161591727882
0.02                     0.001                    0.002                    8.603333333333334E-4     8.333333333333334E-5     6.7                      97.04043468275547
0.02                     0.001                    0.002                    8.603333333333334E-4     8.333333333333334E-5     8.35                     144.47814257359695
0.02                     0.001                    0.002                    8.603333333333334E-4     8.333333333333334E-5     10                       200.3854766991866
0.02                     0.001                    0.002                    8.603333333333334E-4     1.1666666666666667E-4    0.1                      0.13592581757899652
0.02                     0.001                    0.002                    8.603333333333334E-4     1.1666666666666667E-4    1.7500000000000002       9.82023430601705
0.02                     0.001                    0.002                    8.603333333333334E-4     1.1666666666666667E-4    3.4000000000000004       31.296113336326002
0.02                     0.001                    0.002                    8.603333333333334E-4     1.1666666666666667E-4    5.05                     63.51208380704426
0.02                     0.001                    0.002                    8.603333333333334E-4     1.1666666666666667E-4    6.7                      105.76529593534197
0.02                     0.001                    0.002                    8.603333333333334E-4     1.1666666666666667E-4    8.35                     157.603512389431
0.02                     0.001                    0.002                    8.603333333333334E-4     1.1666666666666667E-4    10                       218.76278722354255
0.02                     0.001                    0.002                    8.603333333333334E-4     1.5000000000000001E-4    0.1                      0.15322148616936987
0.02                     0.001                    0.002                    8.603333333333334E-4     1.5000000000000001E-4    1.7500000000000002       10.5912162576991
0.02                     0.001                    0.002                    8.603333333333334E-4     1.5000000000000001E-4    3.4000000000000004       33.758116293822525
0.02                     0.001                    0.002                    8.603333333333334E-4     1.5000000000000001E-4    5.05                     68.53659164134899
0.02                     0.001                    0.002                    8.603333333333334E-4     1.5000000000000001E-4    6.7                      114.21938186247249
0.02                     0.001                    0.002                    8.603333333333334E-4     1.5000000000000001E-4    8.35                     170.322040639081
0.02                     0.001                    0.002                    8.603333333333334E-4     1.5000000000000001E-4    10                       236.56746193888213
0.02                     0.001                    0.002                    9.9775E-4                5.0E-5                   0.1                      0.11846758864866334
0.02                     0.001                    0.002                    9.9775E-4                5.0E-5                   1.7500000000000002       9.122930305196375
0.02                     0.001                    0.002                    9.9775E-4                5.0E-5                   3.4000000000000004       29.28615346571774
0.02                     0.001                    0.002                    9.9775E-4                5.0E-5                   5.05                     59.51770955063488
0.02                     0.001                    0.002                    9.9775E-4                5.0E-5                   6.7                      99.2795055332223
0.02                     0.001                    0.002                    9.9775E-4                5.0E-5                   8.35                     148.15811800949328
0.02                     0.001                    0.002                    9.9775E-4                5.0E-5                   10                       205.88617008099615
0.02                     0.001                    0.002                    9.9775E-4                8.333333333333334E-5     0.1                      0.13589987809518422
0.02                     0.001                    0.002                    9.9775E-4                8.333333333333334E-5     1.7500000000000002       9.998593795008418
0.02                     0.001                    0.002                    9.9775E-4                8.333333333333334E-5     3.4000000000000004       32.04896041072645
0.02                     0.001                    0.002                    9.9775E-4                8.333333333333334E-5     5.05                     65.18580622307269
0.02                     0.001                    0.002                    9.9775E-4                8.333333333333334E-5     6.7                      108.73374805818628
0.02                     0.001                    0.002                    9.9775E-4                8.333333333333334E-5     8.35                     162.2962212186069
0.02                     0.001                    0.002                    9.9775E-4                8.333333333333334E-5     10                       225.5127199041112
0.02                     0.001                    0.002                    9.9775E-4                1.1666666666666667E-4    0.1                      0.151598831088532
0.02                     0.001                    0.002                    9.9775E-4                1.1666666666666667E-4    1.7500000000000002       10.886908847280944
0.02                     0.001                    0.002                    9.9775E-4                1.1666666666666667E-4    3.4000000000000004       34.85715072667691
0.02                     0.001                    0.002                    9.9775E-4                1.1666666666666667E-4    5.05                     70.86695034286069
0.02                     0.001                    0.002                    9.9775E-4                1.1666666666666667E-4    6.7                      118.18097749041156
0.02                     0.001                    0.002                    9.9775E-4                1.1666666666666667E-4    8.35                     176.35050452233972
0.02                     0.001                    0.002                    9.9775E-4                1.1666666666666667E-4    10                       245.06446935461014
0.02                     0.001                    0.002                    9.9775E-4                1.5000000000000001E-4    0.1                      0.16915072381531276
0.02                     0.001                    0.002                    9.9775E-4                1.5000000000000001E-4    1.7500000000000002       11.740118156719408
0.02                     0.001                    0.002                    9.9775E-4                1.5000000000000001E-4    3.4000000000000004       37.599579189777664
0.02                     0.001                    0.002                    9.9775E-4                1.5000000000000001E-4    5.05                     76.5639848207207
0.02                     0.001                    0.002                    9.9775E-4                1.5000000000000001E-4    6.7                      127.81400380844968
0.02                     0.001                    0.002                    9.9775E-4                1.5000000000000001E-4    8.35                     190.83310354275756
0.02                     0.001                    0.002                    9.9775E-4                1.5000000000000001E-4    10                       265.3043669486777
0.02                     0.0015                   0.001                    5.855000000000001E-4     5.0E-5                   0.1                      0.16156407238535744
0.02                     0.0015                   0.001                    5.855000000000001E-4     5.0E-5                   1.7500000000000002       11.328806743297791
0.02                     0.0015                   0.001                    5.855000000000001E-4     5.0E-5                   3.4000000000000004       36.19846643291576
0.02                     0.0015                   0.001                    5.855000000000001E-4     5.0E-5                   5.05                     73.42662572576249
0.02                     0.0015                   0.001                    5.855000000000001E-4     5.0E-5                   6.7                      122.15548219434115
0.02                     0.0015                   0.001                    5.855000000000001E-4     5.0E-5                   8.35                     181.8603745928293
0.02                     0.0015                   0.001                    5.855000000000001E-4     5.0E-5                   10                       252.16672816754567
0.02                     0.0015                   0.001                    5.855000000000001E-4     8.333333333333334E-5     0.1                      0.18345826328863274
0.02                     0.0015                   0.001                    5.855000000000001E-4     8.333333333333334E-5     1.7500000000000002       11.861779223260095
0.02                     0.0015                   0.001                    5.855000000000001E-4     8.333333333333334E-5     3.4000000000000004       37.75561253531629
0.02                     0.0015                   0.001                    5.855000000000001E-4     8.333333333333334E-5     5.05                     76.55034582413046
0.02                     0.0015                   0.001                    5.855000000000001E-4     8.333333333333334E-5     6.7                      127.35368848158753
0.02                     0.0015                   0.001                    5.855000000000001E-4     8.333333333333334E-5     8.35                     189.6545770845215
0.02                     0.0015                   0.001                    5.855000000000001E-4     8.333333333333334E-5     10                       263.0613530617867
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.1666666666666667E-4    0.1                      0.20428802282295927
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.1666666666666667E-4    1.7500000000000002       12.413381446326428
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.1666666666666667E-4    3.4000000000000004       39.48514821140103
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.1666666666666667E-4    5.05                     80.07823236912857
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.1666666666666667E-4    6.7                      133.4145949240686
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.1666666666666667E-4    8.35                     198.82373700802634
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.1666666666666667E-4    10                       275.86182231592824
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.5000000000000001E-4    0.1                      0.22061444627813945
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.5000000000000001E-4    1.7500000000000002       13.082990237450582
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.5000000000000001E-4    3.4000000000000004       41.491257979359766
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.5000000000000001E-4    5.05                     84.09831000869806
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.5000000000000001E-4    6.7                      140.01332723538434
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.5000000000000001E-4    8.35                     208.66570488639329
0.02                     0.0015                   0.001                    5.855000000000001E-4     1.5000000000000001E-4    10                       289.64353716381805
0.02                     0.0015                   0.001                    7.229166666666666E-4     5.0E-5                   0.1                      0.1999335810529918
