pct_length            wc                  hc                  Uin                Pressure
20                       1                        0.5                      6                        349.57076545602877
20                       1                        0.5                      6.571428571428571        413.1568950489748
20                       1                        0.5                      7.142857142857142        481.88646408467275
20                       1                        0.5                      7.714285714285714        555.5298459897314
20                       1                        0.5                      8.285714285714285        634.0248496938023
20                       1                        0.5                      8.857142857142858        717.3134813712312
20                       1                        0.5                      9.428571428571429        805.23758283167
20                       1                        0.5                      10                       897.8355855151799
20                       1                        1                        6                        123.2455905462123
20                       1                        1                        6.571428571428571        145.24204326267406
20                       1                        1                        7.142857142857142        168.95137806133513
20                       1                        1                        7.714285714285714        194.28839026714954
20                       1                        1                        8.285714285714285        221.25356193229362
20                       1                        1                        8.857142857142858        249.82743556241206
20                       1                        1                        9.428571428571429        279.98906252251305
20                       1                        1                        10                       311.71338493199096
20                       1                        1.5                      6                        78.14876495237634
20                       1                        1.5                      6.571428571428571        92.02746570726474
20                       1                        1.5                      7.142857142857142        106.98656722172169
20                       1                        1.5                      7.714285714285714        122.97006681349524
20                       1                        1.5                      8.285714285714285        139.95390673310857
20                       1                        1.5                      8.857142857142858        157.91141320789643
20                       1                        1.5                      9.428571428571429        176.85359829781825
20                       1                        1.5                      10                       196.77027344473672
20                       1                        2                        6                        60.51832657946442
20                       1                        2                        6.571428571428571        71.26398535628725
20                       1                        2                        7.142857142857142        82.83808988075143
20                       1                        2                        7.714285714285714        95.2032217866289
20                       1                        2                        8.285714285714285        108.35447796304172
20                       1                        2                        8.857142857142858        122.2685368400853
20                       1                        2                        9.428571428571429        136.94160323491317
20                       1                        2                        10                       152.36631662052736
20                       1.3333333333333333       0.5                      6                        322.33283013123315
20                       1.3333333333333333       0.5                      6.571428571428571        381.18541637538914
20                       1.3333333333333333       0.5                      7.142857142857142        444.84540202831
20                       1.3333333333333333       0.5                      7.714285714285714        513.073728017985
20                       1.3333333333333333       0.5                      8.285714285714285        585.8156155682208
20                       1.3333333333333333       0.5                      8.857142857142858        662.9745158763295
