pct_length            wc                  hc                  Uin                Pressure
50                       1                        0.5                      1.5                      49.09685787406446
50                       1                        0.5                      2.111111111111111        91.76469861046189
50                       1                        0.5                      2.7222222222222223       146.97695487689734
50                       1                        0.5                      3.3333333333333335       214.0582567236685
50                       1                        0.5                      3.9444444444444446       292.47370704430534
50                       1                        0.5                      4.555555555555555        381.8490741976148
50                       1                        0.5                      5.166666666666667        481.8658465560619
50                       1                        0.5                      5.777777777777779        592.2449294077896
50                       1                        0.5                      6.388888888888889        712.7543506389363
50                       1                        0.5                      7                        843.159570797272
50                       1                        1                        1.5                      17.847318113835595
50                       1                        1                        2.111111111111111        32.96850334976783
50                       1                        1                        2.7222222222222223       52.341979866296754
50                       1                        1                        3.3333333333333335       75.71737581734347
50                       1                        1                        3.9444444444444446       102.9215795829318
50                       1                        1                        4.555555555555555        133.8038541605452
50                       1                        1                        5.166666666666667        168.2663046035615
50                       1                        1                        5.777777777777779        206.2022806569868
50                       1                        1                        6.388888888888889        247.5130780434346
50                       1                        1                        7                        292.1215503449244
50                       1                        1.5                      1.5                      11.401947866733753
50                       1                        1.5                      2.111111111111111        20.996629286824103
50                       1                        1.5                      2.7222222222222223       33.244861791144444
50                       1                        1.5                      3.3333333333333335       47.99747073536718
50                       1                        1.5                      3.9444444444444446       65.13652984803547
50                       1                        1.5                      4.555555555555555        84.60174223053558
50                       1                        1.5                      5.166666666666667        106.32008166924098
50                       1                        1.5                      5.777777777777779        130.19766070101835
50                       1                        1.5                      6.388888888888889        156.20448577660565
50                       1                        1.5                      7                        184.2795076642391
50                       1                        2                        1.5                      8.77816725367876
50                       1                        2                        2.111111111111111        16.196387262882354
50                       1                        2                        2.7222222222222223       25.67173501662728
50                       1                        2                        3.3333333333333335       37.07833950527665
50                       1                        2                        3.9444444444444446       50.33660527537933
50                       1                        2                        4.555555555555555        65.39223271812139
50                       1                        2                        5.166666666666667        82.18947131627371
50                       1                        2                        5.777777777777779        100.66888822841528
50                       1                        2                        6.388888888888889        120.78224184477095
50                       1                        2                        7                        142.5058994652258
50                       1.3333333333333333       0.5                      1.5                      44.60662843458379
50                       1.3333333333333333       0.5                      2.111111111111111        83.46143499401389
50                       1.3333333333333333       0.5                      2.7222222222222223       133.77927746984702
50                       1.3333333333333333       0.5                      3.3333333333333335       194.86639117072818
50                       1.3333333333333333       0.5                      3.9444444444444446       266.3582645629624
50                       1.3333333333333333       0.5                      4.555555555555555        347.88598967936673
50                       1.3333333333333333       0.5                      5.166666666666667        439.2015804625804
50                       1.3333333333333333       0.5                      5.777777777777779        540.0512848622549
50                       1.3333333333333333       0.5                      6.388888888888889        650.2460907591376
50                       1.3333333333333333       0.5                      7                        769.6123289070401
50                       1.3333333333333333       1                        1.5                      15.601822834143857
50                       1.3333333333333333       1                        2.111111111111111        28.81951552224561
50                       1.3333333333333333       1                        2.7222222222222223       45.726194158956005
50                       1.3333333333333333       1                        3.3333333333333335       66.10081812340495
50                       1.3333333333333333       1                        3.9444444444444446       89.79428996530673
50                       1.3333333333333333       1                        4.555555555555555        116.66560717390175
50                       1.3333333333333333       1                        5.166666666666667        146.62869777487717
50                       1.3333333333333333       1                        5.777777777777779        179.63787238344983
50                       1.3333333333333333       1                        6.388888888888889        215.5891720725694
50                       1.3333333333333333       1                        7                        254.45143949134902
50                       1.3333333333333333       1.5                      1.5                      9.623826131878625
50                       1.3333333333333333       1.5                      2.111111111111111        17.70786321621378
50                       1.3333333333333333       1.5                      2.7222222222222223       27.990064062228797
50                       1.3333333333333333       1.5                      3.3333333333333335       40.335779320225846
50                       1.3333333333333333       1.5                      3.9444444444444446       54.653600874266274
50                       1.3333333333333333       1.5                      4.555555555555555        70.89510241520072
50                       1.3333333333333333       1.5                      5.166666666666667        88.99220936154201
50                       1.3333333333333333       1.5                      5.777777777777779        108.87504888043227
50                       1.3333333333333333       1.5                      6.388888888888889        130.50668240768996
50                       1.3333333333333333       1.5                      7                        153.84746747900022
50                       1.3333333333333333       2                        1.5                      7.257181666845632
50                       1.3333333333333333       2                        2.111111111111111        13.346829262912992
50                       1.3333333333333333       2                        2.7222222222222223       21.09680480371824
50                       1.3333333333333333       2                        3.3333333333333335       30.41011044880584
50                       1.3333333333333333       2                        3.9444444444444446       41.21500952683923
50                       1.3333333333333333       2                        4.555555555555555        53.46187833276716
50                       1.3333333333333333       2                        5.166666666666667        67.10714875683662
50                       1.3333333333333333       2                        5.777777777777779        82.09893506711305
50                       1.3333333333333333       2                        6.388888888888889        98.40837598440415
50                       1.3333333333333333       2                        7                        116.01615092058958
50                       1.6666666666666665       0.5                      1.5                      42.074841778685
50                       1.6666666666666665       0.5                      2.111111111111111        78.70023076508004
50                       1.6666666666666665       0.5                      2.7222222222222223       126.23779343695226
50                       1.6666666666666665       0.5                      3.3333333333333335       184.07199263710606
50                       1.6666666666666665       0.5                      3.9444444444444446       251.84145381676356
50                       1.6666666666666665       0.5                      4.555555555555555        329.2336163335873
50                       1.6666666666666665       0.5                      5.166666666666667        416.00095219030595
50                       1.6666666666666665       0.5                      5.777777777777779        511.95923275099295
50                       1.6666666666666665       0.5                      6.388888888888889        616.9176042985702
50                       1.6666666666666665       0.5                      7                        730.6496336757227
50                       1.6666666666666665       1                        1.5                      14.27795433740193
50                       1.6666666666666665       1                        2.111111111111111        26.339053554185465
50                       1.6666666666666665       1                        2.7222222222222223       41.75451300644558
50                       1.6666666666666665       1                        3.3333333333333335       60.33705449609822
50                       1.6666666666666665       1                        3.9444444444444446       81.97592174751388
50                       1.6666666666666665       1                        4.555555555555555        106.5391187292047
50                       1.6666666666666665       1                        5.166666666666667        133.9322990233571
50                       1.6666666666666665       1                        5.777777777777779        164.11311449154113
50                       1.6666666666666665       1                        6.388888888888889        197.0101877501047
50                       1.6666666666666665       1                        7                        232.58079678585707
50                       1.6666666666666665       1.5                      1.5                      8.602608779744045
50                       1.6666666666666665       1.5                      2.111111111111111        15.798939786848008
50                       1.6666666666666665       1.5                      2.7222222222222223       24.93555563517376
50                       1.6666666666666665       1.5                      3.3333333333333335       35.91223745728244
50                       1.6666666666666665       1.5                      3.9444444444444446       48.65052038764417
50                       1.6666666666666665       1.5                      4.555555555555555        63.08081264979996
50                       1.6666666666666665       1.5                      5.166666666666667        79.15421263257478
50                       1.6666666666666665       1.5                      5.777777777777779        96.81748477392397
50                       1.6666666666666665       1.5                      6.388888888888889        116.04434865533851
50                       1.6666666666666665       1.5                      7                        136.80331639023913
50                       1.6666666666666665       2                        1.5                      6.411149447414615
50                       1.6666666666666665       2                        2.111111111111111        11.759196961909051
50                       1.6666666666666665       2                        2.7222222222222223       18.52906915364559
50                       1.6666666666666665       2                        3.3333333333333335       26.647141250808325
50                       1.6666666666666665       2                        3.9444444444444446       36.058625614813316
50                       1.6666666666666665       2                        4.555555555555555        46.71308920890289
50                       1.6666666666666665       2                        5.166666666666667        58.588112202897264
50                       1.6666666666666665       2                        5.777777777777779        71.63505020085293
50                       1.6666666666666665       2                        6.388888888888889        85.83375969146894
50                       1.6666666666666665       2                        7                        101.15478041081961
50                       2                        0.5                      1.5                      40.73289723675624
50                       2                        0.5                      2.111111111111111        76.22870734009338
50                       2                        0.5                      2.7222222222222223       122.28335109103064
50                       2                        0.5                      3.3333333333333335       178.32092306873582
50                       2                        0.5                      3.9444444444444446       243.9350541914344
50                       2                        0.5                      4.555555555555555        318.87678441271504
50                       2                        0.5                      5.166666666666667        402.90249188914754
50                       2                        0.5                      5.777777777777779        495.85327184891617
50                       2                        0.5                      6.388888888888889        597.5111370067648
50                       2                        0.5                      7                        707.7086891341812
50                       2                        1                        1.5                      13.330771584859715
50                       2                        1                        2.111111111111111        24.593155872222066
50                       2                        1                        2.7222222222222223       39.012489926586355
50                       2                        1                        3.3333333333333335       56.39978147463039
50                       2                        1                        3.9444444444444446       76.6192946172904
50                       2                        1                        4.555555555555555        99.58321503697827
50                       2                        1                        5.166666666666667        125.20997622009867
50                       2                        1                        5.777777777777779        153.43454729322946
50                       2                        1                        6.388888888888889        184.1823048838428
50                       2                        1                        7                        217.4321732572316
50                       2                        1.5                      1.5                      7.925180887464926
50                       2                        1.5                      2.111111111111111        14.54425668551517
50                       2                        1.5                      2.7222222222222223       22.93941377598969
50                       2                        1.5                      3.3333333333333335       33.02488405722911
50                       2                        1.5                      3.9444444444444446       44.718764164142584
50                       2                        1.5                      4.555555555555555        57.98410298385266
50                       2                        1.5                      5.166666666666667        72.76531735186282
50                       2                        1.5                      5.777777777777779        89.03007753455084
50                       2                        1.5                      6.388888888888889        106.76012597072601
50                       2                        1.5                      7                        125.92530139470169
50                       2                        2                        1.5                      5.799882578725133
50                       2                        2                        2.111111111111111        10.630382453244357
50                       2                        2                        2.7222222222222223       16.740929541986496
50                       2                        2                        3.3333333333333335       24.071463967739867
50                       2                        2                        3.9444444444444446       32.573475577684725
50                       2                        2                        4.555555555555555        42.191447136982205
50                       2                        2                        5.166666666666667        52.90826886045066
50                       2                        2                        5.777777777777779        64.69666690736203
50                       2                        2                        6.388888888888889        77.53573262797553
50                       2                        2                        7                        91.40539160407934
60                       1                        0.5                      1.5                      55.941869660114904
60                       1                        0.5                      2.111111111111111        104.87903575161619
60                       1                        0.5                      2.7222222222222223       168.22458138339135
60                       1                        0.5                      3.3333333333333335       245.15956212977937
60                       1                        0.5                      3.9444444444444446       335.09130672512964
60                       1                        0.5                      4.555555555555555        437.5566311852956
60                       1                        0.5                      5.166666666666667        552.1594491333099
60                       1                        0.5                      5.777777777777779        678.6118939331272
60                       1                        0.5                      6.388888888888889        816.6033443612139
60                       1                        0.5                      7                        965.8908081893775
60                       1                        1                        1.5                      20.232501603712127
60                       1                        1                        2.111111111111111        37.57650694280604
60                       1                        1                        2.7222222222222223       59.820989590961595
60                       1                        1                        3.3333333333333335       86.64695584387998
